Total states: 9901
Time      Preys     Predators   H         
------------------------------------------
27.81     0.426717  0.0114863   3.68982   
27.82     0.429575  0.0114283   3.68985   
27.83     0.432452  0.0113707   3.68987   
27.84     0.435348  0.0113134   3.68989   
27.85     0.438264  0.0112565   3.68991   
27.86     0.4412    0.0112      3.68994   
27.87     0.444155  0.0111439   3.68996   
27.88     0.447131  0.0110881   3.68998   
27.89     0.450127  0.0110327   3.69      
27.9      0.453142  0.0109777   3.69003   
27.91     0.456179  0.0109231   3.69005   
27.92     0.459236  0.0108688   3.69007   
27.93     0.462313  0.0108149   3.69009   
27.94     0.465412  0.0107613   3.69012   
27.95     0.468531  0.0107081   3.69014   
27.96     0.471672  0.0106552   3.69016   
27.97     0.474833  0.0106027   3.69018   
27.98     0.478016  0.0105506   3.6902    
27.99     0.481221  0.0104988   3.69023   
28        0.484447  0.0104474   3.69025   
28.01     0.487695  0.0103963   3.69027   
28.02     0.490966  0.0103455   3.69029   
28.03     0.494258  0.0102951   3.69031   
28.04     0.497572  0.010245    3.69034   
28.05     0.500909  0.0101953   3.69036   
28.06     0.504269  0.0101459   3.69038   
28.07     0.507651  0.0100968   3.6904    
28.08     0.511056  0.0100481   3.69042   
28.09     0.514484  0.00999967  3.69045   
28.1      0.517935  0.00995159  3.69047   
28.11     0.52141   0.00990384  3.69049   
28.12     0.524908  0.00985642  3.69051   
28.13     0.52843   0.00980931  3.69053   
28.14     0.531976  0.00976253  3.69056   
28.15     0.535545  0.00971607  3.69058   
28.16     0.539139  0.00966993  3.6906    
28.17     0.542757  0.0096241   3.69062   
28.18     0.5464    0.00957858  3.69064   
28.19     0.550067  0.00953338  3.69066   
28.2      0.553759  0.00948849  3.69069   
28.21     0.557476  0.00944391  3.69071   
28.22     0.561218  0.00939963  3.69073   
28.23     0.564985  0.00935566  3.69075   
28.24     0.568778  0.00931199  3.69077   
28.25     0.572597  0.00926863  3.69079   
28.26     0.576441  0.00922556  3.69081   
28.27     0.580312  0.0091828   3.69084   
28.28     0.584208  0.00914033  3.69086   
28.29     0.588131  0.00909815  3.69088   
28.3      0.592081  0.00905627  3.6909    
28.31     0.596057  0.00901469  3.69092   
28.32     0.60006   0.00897339  3.69094   
28.33     0.60409   0.00893238  3.69096   
28.34     0.608148  0.00889166  3.69098   
28.35     0.612233  0.00885123  3.691     
28.36     0.616345  0.00881108  3.69103   
28.37     0.620485  0.00877121  3.69105   
28.38     0.624654  0.00873162  3.69107   
28.39     0.62885   0.00869231  3.69109   
28.4      0.633075  0.00865329  3.69111   
28.41     0.637329  0.00861454  3.69113   
28.42     0.641611  0.00857606  3.69115   
28.43     0.645922  0.00853786  3.69117   
28.44     0.650262  0.00849993  3.69119   
28.45     0.654632  0.00846227  3.69121   
28.46     0.659032  0.00842488  3.69123   
28.47     0.663461  0.00838776  3.69125   
28.48     0.66792   0.00835091  3.69127   
28.49     0.672409  0.00831432  3.6913    
28.5      0.676928  0.00827799  3.69132   
28.51     0.681478  0.00824193  3.69134   
28.52     0.686059  0.00820613  3.69136   
28.53     0.690671  0.00817059  3.69138   
28.54     0.695314  0.00813531  3.6914    
28.55     0.699989  0.00810029  3.69142   
28.56     0.704695  0.00806552  3.69144   
28.57     0.709433  0.008031    3.69146   
28.58     0.714203  0.00799674  3.69148   
28.59     0.719005  0.00796273  3.6915    
28.6      0.723839  0.00792898  3.69152   
28.61     0.728707  0.00789547  3.69154   
28.62     0.733607  0.00786221  3.69156   
28.63     0.738541  0.0078292   3.69158   
28.64     0.743507  0.00779643  3.6916    
28.65     0.748508  0.00776391  3.69162   
28.66     0.753542  0.00773163  3.69164   
28.67     0.75861   0.0076996   3.69166   
28.68     0.763713  0.00766781  3.69168   
28.69     0.76885   0.00763625  3.6917    
28.7      0.774022  0.00760494  3.69172   
28.71     0.779229  0.00757386  3.69174   
28.72     0.784471  0.00754302  3.69176   
28.73     0.789748  0.00751241  3.69178   
28.74     0.795061  0.00748204  3.6918    
28.75     0.80041   0.0074519   3.69182   
28.76     0.805795  0.007422    3.69184   
28.77     0.811217  0.00739232  3.69186   
28.78     0.816675  0.00736288  3.69188   
28.79     0.822171  0.00733366  3.69189   
28.8      0.827703  0.00730468  3.69191   
28.81     0.833273  0.00727592  3.69193   
28.82     0.83888   0.00724738  3.69195   
28.83     0.844526  0.00721907  3.69197   
28.84     0.850209  0.00719098  3.69199   
28.85     0.855932  0.00716312  3.69201   
28.86     0.861692  0.00713548  3.69203   
28.87     0.867492  0.00710806  3.69205   
28.88     0.873331  0.00708086  3.69207   
28.89     0.879209  0.00705388  3.69209   
28.9      0.885127  0.00702711  3.69211   
28.91     0.891086  0.00700057  3.69212   
28.92     0.897084  0.00697424  3.69214   
28.93     0.903123  0.00694812  3.69216   
28.94     0.909203  0.00692222  3.69218   
28.95     0.915324  0.00689654  3.6922    
28.96     0.921486  0.00687106  3.69222   
28.97     0.92769   0.0068458   3.69224   
28.98     0.933936  0.00682075  3.69226   
28.99     0.940224  0.00679591  3.69227   
29        0.946555  0.00677127  3.69229   
29.01     0.952929  0.00674685  3.69231   
29.02     0.959345  0.00672263  3.69233   
29.03     0.965805  0.00669862  3.69235   
29.04     0.972309  0.00667482  3.69237   
29.05     0.978857  0.00665122  3.69239   
29.06     0.985449  0.00662783  3.6924    
29.07     0.992085  0.00660464  3.69242   
29.08     0.998767  0.00658165  3.69244   
29.09     1.00549   0.00655887  3.69246   
29.1      1.01227   0.00653628  3.69248   
29.11     1.01908   0.0065139   3.69249   
29.12     1.02595   0.00649172  3.69251   
29.13     1.03286   0.00646974  3.69253   
29.14     1.03981   0.00644795  3.69255   
29.15     1.04682   0.00642636  3.69257   
29.16     1.05387   0.00640498  3.69258   
29.17     1.06097   0.00638378  3.6926    
29.18     1.06812   0.00636279  3.69262   
29.19     1.07531   0.00634199  3.69264   
29.2      1.08256   0.00632138  3.69265   
29.21     1.08985   0.00630097  3.69267   
29.22     1.09719   0.00628075  3.69269   
29.23     1.10458   0.00626073  3.69271   
29.24     1.11203   0.00624089  3.69273   
29.25     1.11952   0.00622125  3.69274   
29.26     1.12706   0.0062018   3.69276   
29.27     1.13465   0.00618254  3.69278   
29.28     1.1423    0.00616348  3.69279   
29.29     1.15      0.0061446   3.69281   
29.3      1.15775   0.00612591  3.69283   
29.31     1.16555   0.00610741  3.69285   
29.32     1.1734    0.0060891   3.69286   
29.33     1.18131   0.00607097  3.69288   
29.34     1.18927   0.00605304  3.6929    
29.35     1.19728   0.00603529  3.69291   
29.36     1.20535   0.00601772  3.69293   
29.37     1.21348   0.00600034  3.69295   
29.38     1.22165   0.00598315  3.69297   
29.39     1.22989   0.00596615  3.69298   
29.4      1.23818   0.00594932  3.693     
29.41     1.24652   0.00593269  3.69302   
29.42     1.25492   0.00591623  3.69303   
29.43     1.26338   0.00589996  3.69305   
29.44     1.2719    0.00588388  3.69307   
29.45     1.28047   0.00586798  3.69308   
29.46     1.2891    0.00585226  3.6931    
29.47     1.29779   0.00583672  3.69312   
29.48     1.30654   0.00582136  3.69313   
29.49     1.31534   0.00580619  3.69315   
29.5      1.32421   0.0057912   3.69316   
29.51     1.33314   0.00577639  3.69318   
29.52     1.34212   0.00576176  3.6932    
29.53     1.35117   0.00574731  3.69321   
29.54     1.36028   0.00573304  3.69323   
29.55     1.36945   0.00571896  3.69325   
29.56     1.37868   0.00570505  3.69326   
29.57     1.38798   0.00569132  3.69328   
29.58     1.39734   0.00567778  3.69329   
29.59     1.40676   0.00566441  3.69331   
29.6      1.41624   0.00565122  3.69333   
29.61     1.42579   0.00563822  3.69334   
29.62     1.4354    0.00562539  3.69336   
29.63     1.44508   0.00561274  3.69337   
29.64     1.45482   0.00560027  3.69339   
29.65     1.46463   0.00558798  3.69341   
29.66     1.47451   0.00557587  3.69342   
29.67     1.48445   0.00556394  3.69344   
29.68     1.49446   0.00555219  3.69345   
29.69     1.50454   0.00554062  3.69347   
29.7      1.51468   0.00552923  3.69348   
29.71     1.5249    0.00551801  3.6935    
29.72     1.53518   0.00550698  3.69351   
29.73     1.54553   0.00549613  3.69353   
29.74     1.55595   0.00548545  3.69355   
29.75     1.56644   0.00547496  3.69356   
29.76     1.57701   0.00546464  3.69358   
29.77     1.58764   0.0054545   3.69359   
29.78     1.59835   0.00544455  3.69361   
29.79     1.60913   0.00543477  3.69362   
29.8      1.61998   0.00542518  3.69364   
29.81     1.6309    0.00541576  3.69365   
29.82     1.6419    0.00540653  3.69367   
29.83     1.65298   0.00539748  3.69368   
29.84     1.66412   0.0053886   3.6937    
29.85     1.67535   0.00537991  3.69371   
29.86     1.68665   0.00537141  3.69373   
29.87     1.69802   0.00536308  3.69374   
29.88     1.70947   0.00535494  3.69376   
29.89     1.721     0.00534698  3.69377   
29.9      1.73261   0.0053392   3.69379   
29.91     1.7443    0.0053316   3.6938    
29.92     1.75606   0.00532419  3.69382   
29.93     1.7679    0.00531697  3.69383   
29.94     1.77983   0.00530993  3.69385   
29.95     1.79183   0.00530307  3.69386   
29.96     1.80392   0.0052964   3.69388   
29.97     1.81609   0.00528992  3.69389   
29.98     1.82834   0.00528362  3.6939    
29.99     1.84067   0.00527751  3.69392   
30        1.85308   0.00527159  3.69393   
30.01     1.86558   0.00526586  3.69395   
30.02     1.87817   0.00526031  3.69396   
30.03     1.89083   0.00525496  3.69398   
30.04     1.90359   0.0052498   3.69399   
30.05     1.91643   0.00524482  3.69401   
30.06     1.92936   0.00524004  3.69402   
30.07     1.94237   0.00523545  3.69403   
30.08     1.95547   0.00523106  3.69405   
30.09     1.96866   0.00522686  3.69406   
30.1      1.98194   0.00522285  3.69408   
30.11     1.99531   0.00521905  3.69409   
30.12     2.00877   0.00521543  3.69411   
30.13     2.02232   0.00521202  3.69412   
30.14     2.03596   0.0052088   3.69414   
30.15     2.0497    0.00520578  3.69415   
30.16     2.06352   0.00520297  3.69416   
30.17     2.07744   0.00520035  3.69418   
30.18     2.09145   0.00519794  3.69419   
30.19     2.10556   0.00519573  3.69421   
30.2      2.11977   0.00519372  3.69422   
30.21     2.13407   0.00519193  3.69423   
30.22     2.14846   0.00519033  3.69425   
30.23     2.16295   0.00518895  3.69426   
30.24     2.17755   0.00518778  3.69428   
30.25     2.19223   0.00518681  3.69429   
30.26     2.20702   0.00518606  3.69431   
30.27     2.22191   0.00518552  3.69432   
30.28     2.2369    0.0051852   3.69433   
30.29     2.25199   0.00518509  3.69435   
30.3      2.26718   0.0051852   3.69436   
30.31     2.28247   0.00518553  3.69438   
30.32     2.29787   0.00518608  3.69439   
30.33     2.31337   0.00518685  3.6944    
30.34     2.32898   0.00518784  3.69442   
30.35     2.34469   0.00518906  3.69443   
30.36     2.3605    0.00519051  3.69445   
30.37     2.37643   0.00519218  3.69446   
30.38     2.39246   0.00519409  3.69448   
30.39     2.4086    0.00519623  3.69449   
30.4      2.42484   0.0051986   3.6945    
30.41     2.4412    0.00520121  3.69452   
30.42     2.45767   0.00520405  3.69453   
30.43     2.47425   0.00520714  3.69455   
30.44     2.49094   0.00521046  3.69456   
30.45     2.50774   0.00521403  3.69457   
30.46     2.52466   0.00521785  3.69459   
30.47     2.54169   0.00522191  3.6946    
30.48     2.55883   0.00522623  3.69462   
30.49     2.57609   0.0052308   3.69463   
30.5      2.59347   0.00523562  3.69465   
30.51     2.61096   0.0052407   3.69466   
30.52     2.62857   0.00524604  3.69468   
30.53     2.6463    0.00525164  3.69469   
30.54     2.66415   0.0052575   3.6947    
30.55     2.68212   0.00526364  3.69472   
30.56     2.70022   0.00527004  3.69473   
30.57     2.71843   0.00527672  3.69475   
30.58     2.73677   0.00528367  3.69476   
30.59     2.75522   0.0052909   3.69478   
30.6      2.77381   0.00529841  3.69479   
30.61     2.79252   0.00530621  3.69481   
30.62     2.81135   0.00531429  3.69482   
30.63     2.83031   0.00532267  3.69484   
30.64     2.8494    0.00533133  3.69485   
30.65     2.86862   0.0053403   3.69487   
30.66     2.88797   0.00534956  3.69488   
30.67     2.90745   0.00535913  3.6949    
30.68     2.92706   0.00536901  3.69491   
30.69     2.9468    0.00537919  3.69493   
30.7      2.96667   0.00538969  3.69494   
30.71     2.98668   0.00540051  3.69496   
30.72     3.00682   0.00541166  3.69497   
30.73     3.0271    0.00542312  3.69499   
30.74     3.04751   0.00543492  3.69501   
30.75     3.06807   0.00544705  3.69502   
30.76     3.08876   0.00545952  3.69504   
30.77     3.10958   0.00547233  3.69505   
30.78     3.13055   0.00548549  3.69507   
30.79     3.15167   0.005499    3.69509   
30.8      3.17292   0.00551287  3.6951    
30.81     3.19431   0.00552709  3.69512   
30.82     3.21585   0.00554169  3.69514   
30.83     3.23754   0.00555665  3.69515   
30.84     3.25937   0.00557199  3.69517   
30.85     3.28134   0.0055877   3.69519   
30.86     3.30347   0.00560381  3.6952    
30.87     3.32574   0.0056203   3.69522   
30.88     3.34817   0.00563719  3.69524   
30.89     3.37074   0.00565449  3.69525   
30.9      3.39347   0.00567219  3.69527   
30.91     3.41634   0.0056903   3.69529   
30.92     3.43938   0.00570884  3.69531   
30.93     3.46256   0.0057278   3.69532   
30.94     3.48591   0.00574719  3.69534   
30.95     3.50941   0.00576702  3.69536   
30.96     3.53306   0.00578729  3.69538   
30.97     3.55688   0.00580802  3.6954    
30.98     3.58086   0.00582921  3.69542   
30.99     3.605     0.00585086  3.69543   
31        3.6293    0.00587298  3.69545   
31.01     3.65376   0.00589559  3.69547   
31.02     3.67839   0.00591868  3.69549   
31.03     3.70318   0.00594227  3.69551   
31.04     3.72814   0.00596636  3.69553   
31.05     3.75326   0.00599097  3.69555   
31.06     3.77856   0.00601609  3.69557   
31.07     3.80402   0.00604174  3.69559   
31.08     3.82966   0.00606793  3.69561   
31.09     3.85547   0.00609466  3.69563   
31.1      3.88145   0.00612195  3.69565   
31.11     3.9076    0.00614981  3.69567   
31.12     3.93393   0.00617823  3.6957    
31.13     3.96044   0.00620725  3.69572   
31.14     3.98712   0.00623685  3.69574   
31.15     4.01399   0.00626706  3.69576   
31.16     4.04103   0.00629788  3.69578   
31.17     4.06826   0.00632933  3.69581   
31.18     4.09566   0.00636141  3.69583   
31.19     4.12325   0.00639414  3.69585   
31.2      4.15103   0.00642753  3.69588   
31.21     4.17899   0.00646159  3.6959    
31.22     4.20714   0.00649633  3.69592   
31.23     4.23548   0.00653177  3.69595   
31.24     4.264     0.00656791  3.69597   
31.25     4.29272   0.00660478  3.696     
31.26     4.32163   0.00664238  3.69602   
31.27     4.35074   0.00668073  3.69605   
31.28     4.38003   0.00671984  3.69607   
31.29     4.40953   0.00675972  3.6961    
31.3      4.43922   0.0068004   3.69612   
31.31     4.46911   0.00684188  3.69615   
31.32     4.4992    0.00688418  3.69618   
31.33     4.52949   0.00692733  3.69621   
31.34     4.55999   0.00697132  3.69623   
31.35     4.59068   0.00701618  3.69626   
31.36     4.62158   0.00706194  3.69629   
31.37     4.65269   0.00710859  3.69632   
31.38     4.68401   0.00715617  3.69635   
31.39     4.71553   0.00720469  3.69638   
31.4      4.74727   0.00725418  3.69641   
31.41     4.77922   0.00730464  3.69644   
31.42     4.81138   0.0073561   3.69647   
31.43     4.84375   0.00740858  3.6965    
31.44     4.87634   0.0074621   3.69653   
31.45     4.90915   0.00751668  3.69656   
31.46     4.94218   0.00757235  3.6966    
31.47     4.97543   0.00762913  3.69663   
31.48     5.0089    0.00768703  3.69666   
31.49     5.04259   0.0077461   3.6967    
31.5      5.0765    0.00780634  3.69673   
31.51     5.11064   0.00786778  3.69677   
31.52     5.14501   0.00793046  3.6968    
31.53     5.17961   0.00799439  3.69684   
31.54     5.21444   0.0080596   3.69687   
31.55     5.24949   0.00812613  3.69691   
31.56     5.28479   0.008194    3.69695   
31.57     5.32031   0.00826324  3.69699   
31.58     5.35607   0.00833388  3.69703   
31.59     5.39207   0.00840595  3.69706   
31.6      5.42831   0.00847949  3.6971    
31.61     5.46479   0.00855452  3.69714   
31.62     5.50151   0.00863109  3.69719   
31.63     5.53848   0.00870922  3.69723   
31.64     5.57569   0.00878895  3.69727   
31.65     5.61314   0.00887033  3.69731   
